w1,w2,L1_1,L2_1,a_1,L1_2,L2_2,a_2,y
0,13.678332157185435,1,1.487451731572183,0,0,1.1901202563212445,0,1
1,8.028286600975957,0,0.6836917738273667,0,0,0.7291179960359094,0,0
1,3.341811658684108,0,-1.1482907686471908,0,0,-1.8539814975217745,0,1
1,9.449724939678202,1,0.5066682618820063,1,0,0.008453171950268068,1,0
1,10.437458994100776,0,-1.1233182506284696,0,0,-2.129637781031949,1,1
1,15.42714189511244,0,1.1115020946428364,1,0,1.8049382708344144,1,0
1,7.584991456004684,0,-0.45389623046753647,0,0,1.8217288620025314,0,0
1,16.645157022954784,0,-0.05965861680707113,1,0,-0.5284372754975581,1,1
1,13.59345086251442,0,-0.5336019803180878,0,1,0.05899881559665626,0,0
0,13.449408630542178,0,-0.7176842060588748,0,0,0.9987773273152416,1,0
0,8.58989731874199,1,1.7880386823842018,1,0,1.2894934930990096,1,0
1,19.814671519592153,0,1.199951238098694,0,0,0.9989329692095237,1,0
1,11.342916671611379,0,0.798642243743562,0,0,1.5493465532301587,0,1
1,4.700409663286667,0,0.13062405563680382,0,0,-0.7847176470133275,0,1
0,11.184574114430017,0,0.848179555696108,0,0,0.7868887937507713,0,0
0,4.262223717071797,1,0.7043350140866689,1,0,-0.006207824003742979,1,0
1,10.757959536853306,1,1.7211001937498196,1,1,0.6508427653016885,0,1
1,10.311091987241525,0,0.9631506980848549,0,0,1.476957576644327,1,0
0,14.72731876161364,1,-0.05891581884137764,0,0,-0.05045652440069115,0,0
0,16.037984742949966,0,-0.05451309583039615,0,0,2.2753925440122056,0,0
1,9.095580140395382,1,-0.3671167629321733,0,1,-3.1291788565622958,0,0
0,15.224435473500103,0,-0.21149420608083291,0,0,0.5860320781569157,0,0
0,17.697292438675053,1,-0.05971101510877655,0,0,-0.7040597978026243,0,0
1,8.863423980629415,0,1.3215149894045604,0,0,1.1139200596327705,1,0
0,9.39038253400267,0,-2.2344558073580636,0,1,-3.229352965894032,0,0
1,14.603113452614728,1,-0.5458146938841941,0,0,0.16861692949723234,0,1
1,12.732191879775742,0,0.004441199431100801,1,0,1.2771808875107107,1,0
0,14.195099841777132,0,-1.1413074053354286,0,0,-0.5102442063143915,0,0
1,17.61873717819025,1,1.8052879818874348,0,1,1.0596188293126902,0,1
1,13.548332478305582,0,-0.0884649762288022,0,1,1.6514958173967644,0,0
0,16.206805080701493,1,-0.9548500804065767,0,1,-0.9565086951850812,0,0
0,14.491621849348777,0,-0.7466975683171878,0,0,-0.4230426480418831,0,1
0,13.73448155923542,1,1.009739978105794,0,0,1.0978461648690105,1,0
0,13.544337752737649,0,2.0044527180314655,0,0,1.9240953719784337,0,1
1,17.16529321783232,0,0.057384428366082124,0,0,0.3000144435850367,0,0
0,7.990960505157382,0,0.18693841242788656,0,1,-0.7637047191043963,0,0
0,7.579269083370022,0,-0.8727423692214032,1,0,0.1562616239351482,1,0
1,14.367784013588837,0,1.4703225508650712,0,0,2.2503292759395244,0,0
0,11.521241343467544,1,0.8378693397806448,1,0,0.831910308593664,1,1
0,12.296020846739841,0,-2.206293254390133,0,0,-1.1379273160702792,0,1
1,14.965109508685597,0,-0.48558145073066966,1,0,-1.7680791463664338,0,1
0,15.013180191396305,1,-0.08398569242756573,0,1,1.151275073091825,0,1
1,10.94931798655289,0,-0.9886674935149965,0,0,-0.677172440121826,0,0
0,10.74982452401159,1,-0.1657259303620408,0,0,0.4449933417896127,0,1
1,12.294394436031478,1,-1.0004972099038796,0,0,-1.34326525962154,1,0
0,16.252071157178975,1,0.5218286653023622,0,0,-0.09794420966702211,0,1
0,13.704081946716018,0,0.47268558333229715,0,0,0.06352335242899765,0,0
0,17.732030043292777,1,0.9883046535723082,0,1,2.2018780002804528,0,0
1,11.969452518320113,0,0.5461506611167717,0,0,1.746621841332599,0,1
1,16.502670420883014,0,1.7691407430626924,0,1,3.479039845378268,1,1
1,15.532009244068986,1,-0.22081778484741107,1,0,-0.33749489790210907,1,1
1,14.448333843600281,1,-1.9988200290004277,1,1,-2.8203931333178938,1,0
1,13.658802827113858,1,0.1722472413510256,0,1,1.7713014433747754,0,0
1,10.880470411429927,0,0.7686535491397963,0,0,-0.6844866418444467,0,1
0,11.563849963323072,0,-0.28559709987957227,0,0,-0.32884397853550174,0,1
0,12.917581982833868,1,1.53005229746125,0,0,2.262485137078598,0,0
0,12.195555562717145,1,1.2167242343132398,0,0,0.17639505086085872,0,0
0,15.772897873544881,0,0.6952222776566642,0,1,-0.7071445273987599,0,0
1,11.562731507254275,0,0.19540207284715339,0,0,0.7902149735331052,0,1
1,11.718492313648689,0,-0.4243157100572982,1,0,1.1039197205559776,1,1
0,10.062723649737341,0,-0.07631613128456934,0,1,-0.6904254232257531,0,0
1,11.446654685826687,0,0.5936443945281917,1,1,-0.18857649578019703,0,0
0,11.724937430784623,1,1.0850461625555363,0,0,0.2606917707452896,1,0
1,2.7450569044023396,0,-0.25866408777030847,1,0,1.0435124802776405,0,1
1,6.540673211142731,1,-0.6528465263122085,1,0,-1.5053749885714327,1,1
0,11.710052360192163,0,2.5927063854680226,0,0,1.8723631026436276,0,0
0,10.938864900542004,0,0.6279458193551204,1,1,-0.2666955210089238,1,0
0,7.196522687170256,0,-0.83163797846575,0,0,-1.3475767412631279,0,0
0,4.033847295827925,1,0.9713175293015301,0,1,0.4139380603102786,1,0
1,10.582523120346293,0,0.17751172910131596,0,0,0.8797844348649311,0,0
1,14.613983062777105,0,0.9829290791494042,0,0,1.4207970224979867,0,1
1,19.09295452771026,0,0.2527264978379315,0,0,0.9084042971399615,0,1
0,11.846172825162647,0,0.060032677006416936,0,0,-0.45170588462489625,1,0
0,17.972739362510865,1,0.2703390143373692,0,0,1.1745807180340473,1,1
1,12.332088630543874,0,0.5461016833579869,1,0,-2.5837122729141666,0,0
0,12.462128417038238,1,-0.48546444737354805,0,1,0.7668590081640201,0,1
0,13.299301253394987,0,-0.5223702177391899,0,1,-0.18953082186186493,1,0
0,8.517691018956324,1,-0.09960229594979743,0,1,-0.41952757204861246,1,1
0,11.793127148420467,1,0.28923270312129407,0,0,0.8826914738511107,0,0
0,15.633790795169002,0,-0.16103854731770637,1,0,-1.427822723302541,1,0
0,9.001096852591244,1,0.40699553098381414,0,0,-0.1357070550785497,0,0
0,10.713575720448157,0,-0.9945996553975163,0,0,-0.7782922805133085,1,1
0,7.408916998162982,0,-1.3568692828857472,1,0,-3.045336697040212,1,0
0,13.417408785797418,0,2.026184720366057,1,0,1.920113375409184,0,1
0,13.699199129556089,0,0.534869104355872,0,1,0.6355311659327031,1,0
1,14.593389404896328,1,-0.24109423934561552,0,0,-0.3840859267885615,0,0
0,7.120759873932392,1,-0.2087502497510395,0,1,-1.4306721003911074,0,1
0,12.428940139019057,0,0.9094079324337505,0,0,2.200498139969205,0,0
1,8.223769233400617,0,-0.11808312189535022,0,0,-1.5312194766740033,0,0
1,11.998461405135906,0,0.32209957792804234,1,0,-1.2450362183404102,1,1
0,17.37049568002432,0,-0.09102066929820804,0,1,-0.499956068764855,1,0
1,9.985898852262897,1,-0.39153206941412966,0,1,1.2476307100207589,1,1
0,14.8667332837553,0,0.7508571463578086,0,0,1.0064074099603317,0,1
1,9.00132566366522,0,0.24150781498680035,0,1,0.5810878003762315,0,0
1,10.085887158198778,0,1.4126715385523267,0,0,1.2875417082470186,0,0
0,13.754887002346466,0,-0.9878479876512787,0,0,-0.5794517059767251,0,0
0,9.28355091816853,0,-0.04247189686770962,0,1,0.6835528597178678,0,0
0,5.188140659418259,0,-0.1571075422256054,0,1,0.6022431958832114,0,0
1,17.060673740853318,1,-0.8942555965051397,0,1,0.6370326092954066,1,0
1,13.441428951519386,0,1.1422730157734622,0,0,0.4886311712110267,1,1
1,9.665442237759642,1,-7.453266965472549e-4,1,0,-0.27220444921635717,1,0
0,4.023684850677597,1,-1.3453211419246913,0,0,-0.8915456302103004,0,0
1,19.608839085597218,0,-0.38605223653824794,0,1,0.6251118796463015,0,0
1,25.56148328508617,0,-0.8397187277952329,0,1,-0.9271261437210374,0,1
1,12.829921629421825,1,1.1773877289086359,1,1,1.7464609106132536,0,0
0,15.399226590044757,1,2.6968967227625544,0,0,2.302436305725539,0,1
0,16.898241248296642,0,-0.5047334066534448,0,0,-0.6772274468389459,0,1
0,9.192782265845565,0,-3.021854433419985e-4,0,0,1.1037694034666086,1,0
0,10.595215081773839,0,0.3856871851083963,0,0,-1.3911151659263936,1,0
1,5.0915158534192155,0,2.769874577541,0,0,3.032336476798408,0,1
0,9.053687070912511,1,-2.238466592966613,0,1,-1.221989730635343,0,0
1,14.489639131544457,0,-0.35905934438087145,1,0,-0.7689399347880446,0,0
0,10.837136043036518,0,-1.0944233967973784,0,0,-0.36119630663739255,0,1
1,11.143153863267692,0,-0.10619326760423747,0,0,-0.7112580227125266,0,1
1,11.549761793989935,0,-0.15040159964610791,0,0,0.1263034326571772,0,0
1,4.545332070017581,1,-0.6743554853247546,0,0,-0.6291234077088831,0,0
1,15.350519736926682,0,1.9976609148928124,1,0,1.9125743940959583,0,1
1,6.226028444258316,0,0.3293256215075605,0,0,-0.8942013581954305,1,0
0,11.165719350337406,1,2.5052425676913352,1,1,2.2543117201240253,1,1
0,10.245746151764678,0,0.9260740877359996,0,1,0.2145788812362378,0,1
1,11.125624732575208,0,-1.1440559029302846,1,0,-1.6024069370478928,0,0
1,17.839863778943144,0,-0.5650925772787524,0,0,0.6275500557785016,1,0
1,9.671760328338522,1,0.3797560224463376,0,0,-0.1001189563271766,0,1
0,8.867609617152414,0,-0.4892228449135183,0,0,-0.43327590981235,0,1
1,5.92138402022462,0,0.42350352927985657,1,1,0.3757409913132209,1,0
0,8.777207673555003,0,0.8203447186937683,0,0,0.7186507610169035,0,0
1,7.335261170529046,0,0.504474888356361,1,0,1.1739179906186255,1,1
0,13.631784784993183,0,0.0017050136790817128,0,0,0.09557503768954831,1,0
0,8.547983015968494,0,-0.5580591037028906,0,1,-0.31768104787968787,0,0
0,13.216168140112543,1,-1.1571590077630394,0,1,-1.9152785268448058,0,1
0,11.414290048608319,1,0.4550377990843971,1,1,-0.013078376642482792,0,0
1,6.265751280356784,0,0.9949931868964648,0,1,0.40064626767520206,0,1
1,8.837568857109208,0,0.018706278825913678,0,1,0.5713602594225341,0,0
1,15.540449820230709,0,0.9190221509267874,0,0,2.2159555724214233,1,0
1,15.61230434381827,0,2.3936527269621837,0,1,2.0791442767040995,1,0
0,20.02229309720251,0,2.1340442129297315,0,0,0.1190047590560459,0,0
1,11.985678766400877,1,-0.3650486891121263,0,1,-1.1007046739622486,0,0
0,6.016692744071441,0,0.6068787688357802,0,0,-0.2672301983972394,0,0
0,8.926331891939363,0,-0.6129473188267405,0,0,0.6570707873503163,0,0
1,13.633954019360594,1,0.8361529640952163,1,0,0.9054861882464778,0,1
0,19.600545339578886,0,0.13764231331904025,1,1,1.6983852261129777,0,1
0,12.44003649375889,0,0.4019879430042349,0,1,0.927292435487203,1,1
1,16.56154730051388,1,-0.6833991414040622,1,1,-2.2753408891111784,1,1
0,15.072325218769045,1,1.3561011680203328,0,1,2.0017350384664563,0,1
1,7.327633511530667,1,-9.036313615627678e-4,0,0,-0.6854811910969155,1,1
0,11.315549390940566,0,-0.3327644640456576,0,0,-0.21900561074589325,0,0
0,17.22104614539073,0,0.09558908883872054,1,0,-0.03385382083213806,1,1
0,15.504384438383655,1,0.23144222437971168,1,0,0.042427926133893346,1,0
1,13.855184566271191,1,1.785415857356557,0,0,1.5825986462854171,0,0
1,13.908456981507516,1,-0.9616394185186747,0,0,1.0886533059096113,0,0
0,10.034378799162392,0,2.5593349914826056,0,0,4.16953363745103,0,1
0,6.722458746623192,1,-0.7060877989967802,1,1,-1.7281476096016994,0,1
1,17.18170316332523,0,0.35646040659331724,0,1,0.71695764527416594,0,0
1,6.319122033332285,0,-1.9849501444159297,0,1,-0.7803942441286991,0,0
1,8.244416321176681,1,-0.562016367117955,0,0,0.6129533667644974,1,0
1,14.515859970079362,0,0.8869319638295265,0,1,0.1267075174670389,1,1
0,6.951221802441595,0,0.5747452766034356,0,0,2.0540583934753505,0,1
1,9.792518346908833,0,0.518497405221637,1,0,-0.2981732083451543,1,1
1,7.268801972870089,0,-0.3840772838039856,0,1,-0.19474673080690807,1,1
1,14.4826542309158,1,-1.6887459237486713,0,0,-1.3851635776460796,0,1
0,13.785252066552383,1,-0.9349721063938934,0,0,-2.7171107102821725,1,0
1,13.68753877309475,0,-0.08295337759309529,0,0,-0.089385410095854,1,0
1,13.769859088582546,0,0.7693357658765259,0,1,-1.203352216257584,0,0
0,14.228982985515756,1,0.9797353112448559,0,0,-0.8443133630817621,1,0
1,14.557425967882068,1,-0.14731378947508847,0,1,0.3087759026209515,0,1
1,4.125353773303113,0,-0.10029899667935785,0,0,0.27219796168766386,0,1
0,11.404734554560529,0,-0.04880417697813587,1,1,0.8395778692668252,0,1
0,12.449855250207603,0,0.18234408545780176,1,1,0.48638883617926604,0,1
0,14.898704810591038,0,1.6861319336920633,0,0,1.161349686183836,0,1
0,7.25005569597886,0,-0.6542119711306031,0,0,-1.3824384882745708,1,0
1,10.001599240736349,1,-0.09474672714498955,0,0,0.7998237720545851,0,1
1,7.705428036995366,0,0.16578057281294967,0,0,1.6838705019406208,0,1
1,16.22896085083872,0,-1.1659762846766715,0,1,-0.21489296514363743,1,1
1,17.116290332837334,0,-0.7398663318745745,0,0,-0.36177863916652164,1,0
1,15.15070690143693,0,0.3617690176234753,1,1,0.23427889035543686,1,0
1,7.1103864696920365,0,0.5081729924360151,1,0,1.9976938192404317,1,0
0,13.807808466946614,0,1.2781682940497805,0,0,-1.075440602703067,1,0
0,16.601796745523664,0,-0.29968798898327054,0,1,0.8592390794407758,0,0
0,12.671763922945836,1,1.5806182604638124,0,0,1.539640617740264,1,0
1,9.73556266841612,0,-0.757200590635374,0,1,-1.7969461435944036,1,0
1,7.6555270375546,0,-1.5097278091267181,1,1,-0.8065104983504245,0,1
1,9.338788817759376,0,-1.8426255573743997,0,0,-2.739516315680255,0,0
1,14.859393423797355,0,1.2626442091785568,1,0,1.5452441316463141,0,1
1,10.273355598472289,0,0.4176056672901786,0,0,0.6958737844524745,0,1
1,12.91045975976035,0,0.008682707649077692,1,0,0.06898691824195538,1,1
1,17.17978318268122,0,-0.11181555518508182,0,0,-1.802115126137688,1,0
1,14.31333976187782,0,1.7393888530255448,0,0,2.034942268743009,1,0
1,17.45869112589416,1,1.3857324153181891,0,0,1.0571403637458867,1,0
1,5.193680789358375,1,-0.9418029033056661,1,0,-1.8036511619495124,0,0
0,10.877294881144831,1,-1.2822440340047772,0,0,-2.3570917915418663,0,0
0,12.260272077968773,0,1.2078986017095523,0,1,0.19180314045533686,0,0
0,14.314357166434059,0,0.7037553776816831,0,1,0.0012954808151539599,0,0
1,7.323173513884119,0,-0.4277492499508726,1,0,0.6824728932630051,0,1
1,15.224739421789154,0,0.5586993597889888,0,0,1.3961117658966584,1,1
0,13.229560304649333,0,-1.890935500864868,1,1,-1.6838074175103346,1,0
1,13.055224054418867,0,-0.5245892323892577,1,0,1.1124482808047502,1,0
1,14.033939166420183,0,0.585346597190299,0,0,2.327767186219622,0,1
1,11.534566240492023,0,0.05243402338095837,1,0,0.8607404538867078,1,0
0,15.702184393996454,1,-1.1248658001753706,0,1,-2.151285942477216,0,0
0,14.59291909492596,1,1.1611953216262298,1,0,2.540204536484856,1,1
1,11.399162503329203,0,1.28705096423531,1,1,0.9889159537842244,1,0
0,16.161508077362797,0,-0.7784247576833729,0,1,-0.8594809748272482,1,0
0,13.170234739784727,1,-0.05376428172517134,1,0,0.11547818526833803,1,0
1,14.675005597757858,0,0.8873639954378274,0,0,1.0870517669577071,0,1
1,9.623289433503114,0,0.9699577370536938,0,0,0.56231057783383,0,0
1,18.321727347943682,0,-0.3355303411554279,0,0,0.5225564073655673,0,0
0,11.984044222600065,1,-0.7586993973420985,1,1,-1.3209014455470083,1,0
1,15.391371075573902,0,0.5089891176011261,1,0,-0.11189233899480794,1,0
0,11.599533896429236,0,-1.8000228790653807,0,0,-1.9383209476058143,0,1
1,10.881480372077602,1,-0.8312627856275866,1,1,-1.6921308531637174,0,0
1,15.137752981120025,1,0.9349646568686423,1,0,1.0300241930401879,0,0
0,5.661533421635301,1,-1.6471830712979505,1,1,-1.887821235495526,0,0
1,13.913464591176123,1,-1.0516424808708784,0,0,-1.2184084113303502,0,0
1,13.574265491979258,0,-0.09504240869457417,0,1,0.494491627788153,1,0
1,1.2186825235019345,0,-0.27988667590219224,0,1,-2.102530789050319,0,1
0,13.473509314133027,1,-1.6193096645459515,0,0,-1.2321326594752642,0,0
1,3.3263290106119783,0,0.5526421319970394,0,1,1.4771536765839428,0,0
1,14.63921750757088,0,-0.8650641620080547,0,0,0.1517687029239133,1,0
1,10.184345066475238,0,-0.04621548673846601,0,0,2.277398062756133,0,1
0,9.220252699060424,1,-0.10436968001035032,0,1,-0.6520019833885478,0,0
1,11.97261478730934,1,0.8263548887042804,0,0,-0.044022617913783146,1,0
0,17.492208179935957,0,0.10894062208574903,0,1,0.6099606798746369,0,0
0,9.458707691128424,0,-0.03976090863697608,0,0,-1.6304362267590382,1,1
0,14.232413175795108,0,1.7970649757601673,0,0,3.1500806795037253,0,0
0,13.36463147368751,0,0.5055411967571887,0,0,-0.4079260791333632,1,0
0,7.281925483433771,0,0.6963597174444405,0,0,1.2077257479796444,1,0
0,5.0359119306641205,1,0.5252577461373384,1,0,0.03781167703145927,0,0
0,4.029656915043428,1,0.6119311957956759,0,0,-1.7272486207976747,0,0
0,14.205096845871555,0,1.477787435496709,0,0,1.8791832963584887,1,1
0,11.861031753874807,0,0.06150615657215473,0,1,-0.922888208666771,0,1
1,19.402286814442487,1,0.4468668145668568,0,1,1.5531907418192357,1,0
0,14.29470043305218,1,2.1125811371447916,0,1,-0.19596286816871045,0,1
1,15.398783564330435,0,-0.3660504777861747,1,0,-0.5530664613678066,1,0
0,17.33753434133981,0,1.464384322949635,0,0,0.5843626559962953,0,0
0,9.997123608140106,0,-0.5071069599909203,0,0,0.7200301774046951,0,0
1,14.040391712913957,0,1.8605435924493698,0,0,1.263112870349777,0,1
1,15.475173080976617,0,-0.5014956489508882,0,1,0.5785966710670563,0,1
0,17.477406752012108,0,-0.6395982091951342,0,0,-0.9331162455107638,0,0
0,15.050604585305475,1,1.1869086703025817,1,0,1.2672357849238063,1,0
0,13.684588692149331,0,1.1017774195344043,0,0,2.700976147650316,1,0
1,8.527103810915108,0,0.6469818755692318,0,0,0.04008353803531062,0,1
0,14.918241443830773,0,0.42237094377859064,0,0,2.3901717449576294,1,0
1,14.00106348967315,1,0.391870438238631,0,0,1.508039441382652,0,0
0,14.537001014827641,0,2.2001307161947823,0,0,3.6301020481099053,0,0
1,13.694580182289027,0,-1.285588693395197,0,1,-3.405043460972582,1,0
1,11.192647821159984,0,-0.8644098388416694,0,0,-0.9309999922183264,1,0
1,11.692536406263944,0,-1.1522147588434533,1,0,-2.7119060222965405,1,1
0,14.749456453126067,0,1.1082500549076044,0,1,2.015019655428068,1,0
1,12.68652602769816,1,-0.10877667505688576,0,0,1.2308656144500503,0,1
0,8.679565702692047,0,-0.04321279886987582,0,0,-0.5739525309845579,1,0
1,10.83936352077733,0,1.901700453546908,1,0,1.288320146531162,1,0
0,6.723497103293964,1,-0.5117914817515966,0,0,-2.0661367037030915,0,0
1,8.131872389324354,0,2.1141133251365276,0,0,2.976369684364366,1,1
0,11.421555719457931,1,-1.2952252564490547,0,0,0.2805122559640567,0,1
0,4.807469774500298,1,1.3659103107934936,0,0,-0.2859472071749316,1,0
1,5.245830101633685,0,0.3855793035911643,0,1,-1.384477140638207,1,1
1,16.410260797744336,0,-0.21449791201418178,1,1,0.8837457933846695,1,0
0,9.69352430315424,1,-0.07590166035553138,1,0,1.16957543991245,1,0
0,4.593233081794049,1,1.3849069985968574,0,0,1.8023957844880545,0,1
0,11.5485470422841,0,1.8192913427997275,0,0,2.1770258455247347,0,0
0,17.28427706888606,0,-1.5056250503624826,0,0,-1.9540408277717762,0,1
1,14.649017187738565,0,3.5775847802344374,1,1,3.853113022665627,1,0
1,13.76553279341455,1,2.7255979823119176,0,1,2.401113184214392,0,0
1,16.734983649119364,0,-0.34797199816442603,0,1,1.8526110508526585,0,1
1,8.913994235596425,0,0.03475803714903043,1,0,-0.5354397055707443,1,0
1,14.918756765408148,1,-0.5043597878825908,0,0,-3.502556748223886,0,1
0,9.65165753688456,0,0.003515486778657706,1,0,0.39999427122358927,0,1
0,12.003056745450056,0,0.8598900057003358,1,0,-0.4772210165273416,0,1
0,20.857861277360506,0,0.3119414277041672,0,0,1.3432814686377155,1,1
0,15.877737582837042,0,0.3507843740327058,0,0,-1.036534331491333,0,0
0,15.072030854868858,0,1.6295279112450798,0,0,1.5214674608054952,1,1
0,7.566688352727361,0,-2.128201595053577,0,0,-1.6621273344022214,0,1
1,8.855056320021149,0,-0.3928924842016094,0,1,-0.5116121240812072,1,0
0,21.1364659210464,1,0.35578193047335327,1,0,-1.5798028897880971,1,0
1,7.626796944106757,0,-0.6968326678766164,0,1,-2.0582028718525995,0,0
1,12.857917501140292,0,1.199545415298442,0,0,0.4677065480522484,0,0
1,15.57028423854829,1,-0.27980279973654365,0,0,1.4903691356268005,0,1
0,16.075031889369033,0,-0.268429834879075,0,1,-0.23431767738403877,0,1
1,16.356448043676956,0,1.3625762809666213,1,1,2.5917427888814375,1,1
0,11.347484040459141,0,0.9477689134660956,0,0,1.2407399305865077,0,0
